,zwickau_s_#,similarity_score,london,zwickau
1239,1070,0.3549500078526326,modum eciam colligendi balsamum cultores ostenderunt mihi,modum etiam colligendi balsamum coltores ostenderunt mihi decerpebant enim folium de ipso scipite quia folia stipiti adherent sicud in ysopo et unum tantum stipitem habet licet plures in uno stent cespite interdum 6 uel 7 uel plures
1240,1070,0.8277353878211545,decerpebant enim folium de ipso stipite quia folia stipiti adherent sicut in ysopo et unum tantum stipitem habet licet plures in uno stent cespite interdum 6 uel 7 uel plures,modum etiam colligendi balsamum coltores ostenderunt mihi decerpebant enim folium de ipso scipite quia folia stipiti adherent sicud in ysopo et unum tantum stipitem habet licet plures in uno stent cespite interdum 6 uel 7 uel plures
1241,1071,0.7094913211176344,decerpto autem folio contra radium solis statim de ruptura ipsa egreditur gutta lucidissima odorifferra ualde et iste est liquor balsami,decerpto autem folio contra radium solis statim de ruptura ipsa egreditur gutta lucidissima odorifera ualde et ille est liquor balsami qui colligitur in phialis uitreis et preparatur modo debito et balsamus efficitur
1242,1071,0.5954389935011365,qui colligitur in phialis uitreis et preparatur modo debito et balsamus efficitur,decerpto autem folio contra radium solis statim de ruptura ipsa egreditur gutta lucidissima odorifera ualde et ille est liquor balsami qui colligitur in phialis uitreis et preparatur modo debito et balsamus efficitur
1243,1072,0.8556199371739976,et si folium illud decerperetur alibi quam contra radium solis nichil<is> distillaret,et si folium illud decerperetur alibi quam contra radium solis nichil <sti> distillaret
1244,1073,0.7199357046559076,rigatur autem ortus iste de quodam fonte paruo sed ubertim effluente in quo beata uirgo puerum ihesum dicitur pluries baptizasse et pannos eius lauisse cum esset in egipto et est ibidem lapis in quo dicitur eos siccasse,rigatur autem ortus ille de quodam fonte paruo et ubere effluente in quo beata uirgo puerum ihesum dicitur pluries balniasse et pannos eius lauisse cum esset in egipto
1245,1074,0.47067745503656766,et hec omnia in ueneracione habentur a christianis et sarracenis,et est ibidem lapis in quo dicitur eos siccasse et hec omnia reuerationi habentur a christianis et sarracenis
1246,1075,0.8916504552249886,et quia fons iste modicus est ita quod non suffeceret irrigare totum ortum sarraceni fecerunt alium profundum fontem iuxta illum de quo boues per rotam trahunt aquam quam sarraceni per canalem currere faciunt ad fontem christi sperantes quod ex commixcione cum aqua fontis christi accipiat uirtutem fecundandi ortum balsami,et quia fons ille modicus est ita quod non sufficeret irrigare totum ortum sarraceni fecerunt alium profundum iuxta illum de quo boues per rotam trahunt aquam quam sarraceni per canalem currere faciunt ad fontem christi sperantes quod ex commixtione tamquam fontis christi accipiat uirtutem fecundandi ortum balsami
1247,1076,1.0,nec spe sua fraudantur,nec spe sua fraudantur
1248,1077,0.9195078326061726,nunc enim per aquas istas fecundatur ortus balsami quod alias non fieret ullo modo,nunc enim per aquas illas fecundatur ortus balsami quod alias non fieret ullo modo
1249,1078,0.7518417861491884,de hiis bubus quomodo feriam seruant in dominica dixi supra,de hiis bobus quomodo feriam seruant in dominica dictum est supra
1250,1079,0.8360555316103824,de babylonia recedens ductus sum ad locum ubi erant 6 leones et 6 elephantes et 60 strutiones in curia et onagi plures,de balonia recedens ductus sum ad locum ubi erant 6 leones et 6 elephantes et 60 strutones in curia et onagri plures
1251,1080,0.6815301866079442,uidi etiam ibi quoddam mirabile animal quod scraph arabica dicitur dispositionis mirabilis super modum,uidi etiam ibi quoddam animal mirabile quod scraphar arabice dicitur dispositionis mirabilis modum
1252,1081,0.8667496400572396,habet enim in longitudine pedes 16 uel amplius pellem sicut iuuenis capreolus maculosam scilicet rubeum colorem albo permixtum,habet enim in longitudine pedes 16 uel amplius pellem sicud capreolus iuuenis maculosam et rubeum colorem albo permixtum
1253,1082,0.8721656538441028,priores pedes et crura ita sunt alta et collum ita longum quod pro certo dico quod tectum ecclesie uestre in magedeburc tangere posset ore,priores pedes et crura ita sunt alta et collum ita longum quod pro certo dico quod tectum ecclesie uestre in maydeburg tangere posset ore
1254,1083,0.8563547569728617,posteriora uero crura demissa sunt et corpus similiter ita ut modico ibi sic altius quam camelus,posteriora uero crura dimissa sunt et corpus similiter ita ut modico ibi sunt altius quam camelus
1255,1084,0.8787741541902824,est autem animal in multis terris rarum et inuisum,est autem animal illud in multis terris rarum et inuisum
1256,1085,0.9999999999999999,item uidi ecclesiam sancti iohannis baptiste ibidem in qua sunt reliquie eius,item uidi ecclesiam sancti iohannis baptiste ibidem in qua sunt reliquie eius
1257,1088,0.6598656826817367,istas tollunt sarraceni cum soldano singulis annis in festo eius et portant eas ad 5 leucas infra ciuitatem babiloniam et astante soldano ponunt eas in fluuium nilum qui est inpetuosus supra modum et mox ipso soldano cum toto populo uidente scrinium in quo sunt ipse reliquie cum tanta celeritate contra inpetum aque currit usque in babyloniam in pristinam ecclesiam redeundo quod nec soldanus cum suis potest tam cito in equis illuc currere ullo modo,mox ipso soldano cum toto popullo uidente scrinium in quo sunt reliquie ipse cum tota celeritate contra impetum aque currit usque in babiloniam in piscinam ecclesiam redeundo quod nec soldanus cum suis potest tam cito in equis illuc currere ullo modo
1258,1089,0.6433794505338352,in hoc facto sarraceni prenosticantur fluuium amplius crescere et terram uberius irrigare,in hoc <festo> facto sarraceni pronosticantur fluuium amplius currere crescere et terram melius irrigare
1259,1090,0.8267271091614513,multi christiani sunt in egypto et dixerunt mihi 8 sacerdotes christiani in ramesses presentibus sarracenis et sarraceni hoc uerum esse fatebantur quod essent ibi pro certo 600 milia christianorum qui sunt deuoti satis et multe abstinentie et pro nomine ihesu multi in egypto hodie martirio coronantur,multi christiani sunt in egipto et dixerunt mihi 8 sacerdotes christiani in ramesses presentibus sarracenis et sarraceni hoc uerum esse fatebantur quod essent ibi pro certo 600 000 christianorum qui sunt deuoti satis et multe abstinencie et multi pro nomine domini ihesu in egipto hodie martirio coronantur
1260,1091,0.9300294089158903,quidam enim nolentes negare nomen christi usque ad mortem flagellantur quidam et crucifiguntur quidam comburuntur quidam decollantur perfodiuntur et ceteris suppliciis affecti regna celestia assecuntur,quidam enim nolentes negare nomen christi usque ad mortem flagellatur quidam crucifiguntur quidam comburuntur decollantur perfodiuntur et ceteris supliciis affecti regna celestia assecuntur
1261,1092,0.771098640749602,uidetur autem mihi et idem est iudicium plurium quod babylonia duplo excedit magnitudinem parisiensis ciuitatis adiuncta kayro preter campum qui coniungit eas,uidetur autem mihi babylonia et idem est iudicium plurium duplo excedere magnitudinem parysiensis ciuitatis adiuncta karo preter campum qui coniungit eas
1262,1093,0.6480471192844564,in populositate non est comparacio nec credo sub celo in una ciuitate tantum esse populum sicut in babylonia mmo dicunt mercatores pro certo quod tota tuscia non habet tantum populum,in popullositate non est comparacio nec credo sub celo in una ciuitate tantum esse popullum sicud in babilonia
1263,1094,0.6757669723255325,et miror quod tota egiptus potest tantum populum sustentare,ymmo dicunt mercatores pro certo quod tota tuscia non habet tantum popullum et miror quod tota egiptus potest tantum popullum sustentare
1264,1095,0.7039460136825858,certissimum tamen est quod nec ipsa posset subsistere si non esset subsidium aliarum regionum,certissimum est quod nec ipsa posset subsistere
1265,1097,0.8493498065817644,nichil autem habundat in egipto nisi panis et aqua et fructus et sal,nichil enim habundat in egipto nisi panis et aqua et fructus et sal
1266,1098,0.6058012302752105,fructus dico poma arangia lemones poma paradisi cucurbite cucumeres cytrulli pepones cepe et allium,fructus dico poma arangia lemones et poma paradisi
1267,1100,0.8703347808498646,ceterum pira poma nuces cerusa brunella penitus non sunt ibi,ceterum pira poma nuces cerusa prunella penitus non sunt ibi
1268,1101,0.9577525182445,ligna pro edificiis uel pro nauibus fabricandis non sunt ibi nec posset tota egiptus de suis lignis construere nauem unam nisi ligna ab extraneis portarentur uel etiam ipse naues et ideo lata est sententia contra tales,ligna pro edificiis uel pro nauibus fabricandis non sunt ibi nec posset tota egiptus de suis lignis construere nauem unam nisi ligna ab extraneis portarentur uel etiam ipse naues et ideo est lata sententia contra tales
1269,1102,0.8985884082102776,lapides penitus non sunt ibi nisi in babylonia et in kayro nec habet tota egiptus domum lapideam nisi ille due ciuitates,lapides penitus non sunt ibi nisi in babilonia et in karo nec habet tota egiptus domum lapideam nisi ille due ciuitates
1270,1103,0.8679989719864845,tamen edificia sunt ibi quantum ad apparentiam pulcra nimis sed materia eorum uilis est,tamen edificia sunt ibi quantum ad apparenciam pulcra nimis sed materia eorum est uilis
1271,1104,0.7426036470826561,sunt enim parietes edificiorum in ciuitatibus facti de harundine et calce optime liniti intrinsecus et extrinsecus supra lutum et desuper picti auro et lazurio et opere musiuo ita pulcre quod stupor est uidere et domus que foris apparet uilissima postquam intraueris eam crederes paradysum,sunt enim parietes edificiorum in ciuitatibus facti de arundine et calce optime liniti intrinsecus et extrinsecus supra lutum et desuper pincte auro et lazurio ita pulcre quod stupor est uidere
1272,1106,0.799964227485051,monete auri argenti stangni plumbi ferri cupri non sunt ibi,minere auri uel argenti stangni plumbi ferri cupri non sunt ibi
1273,1107,0.2822635002972078,oleum mel uinum panni lanei non sunt ibi,item oleum uel uinum panni lanei non sunt ibi et certissimum est quod nisi mercatores de ueneciis pysis ienua massilia messana brundusio et ciuitatibus aliis maritinis ista apportarent egipciis egiptus non posset inhabitari et si isti mercatores cohiberentur non posset subsistere uno anno
1274,1107,0.783476341476959,certissimum est quod nisi mercatores de ueneciis pysis genua massilia messana brundusio et ciuitatibus aliis maritimis ista apportarent egipptus non posset habitari et si isti cohiberentur non posset subsistere uno anno,item oleum uel uinum panni lanei non sunt ibi et certissimum est quod nisi mercatores de ueneciis pysis ienua massilia messana brundusio et ciuitatibus aliis maritinis ista apportarent egipciis egiptus non posset inhabitari et si isti mercatores cohiberentur non posset subsistere uno anno
1275,1108,0.5634016954533236,hoc mercatores ipsi fatentur,hec ipsi mercatores fatentur
1276,1110,0.657192182404855,uille non possunt habere domos harundineas sed de luto in modum clibani faciunt sibi domos nec est in tota egypto aliqua municio ciuitatis uel castri quod 100 militibus posset resistere dimidio die nisi alexandria babylonia et kayrum et una ex istis capta egiptus perdita esset tota,nec est in tota egipto aliqua municio ciuitatis uel castri quod 100 militibus posset resistere dimidio die nisi alexandria babylonia et karum
1277,1112,0.7063417119892047,horrea ioseph ibi uidi excelsa supra modum ita ut ad dietam et ad ½ miliare uideantur,horrea ioseph ibi uidi excelsa supra modum ita ut dicam
1278,1113,0.9999999999999999,incole uocant ea horrea ioseph sed mihi uidentur esse sepulcra siue tytuli sepulcrorum,incole uocant ea horrea ioseph sed mihi uidentur esse sepulcra siue tytuli sepulcrorum
1279,1114,0.9634007216632328,sunt enim pyramides triangule tres in uno loco habentes ab angulo usque ad angulum 180 cubitos uirilis stature et tante altitudinis quod nullo modo potest arcus usque ad summum iacere licet sit sepius attemptatum,sunt enim pyramides triangule tres in uno loco habentes ab angulo usque ad angulum 180 cubitos uirilis stature et tante altitudinis quod nullo modo potest arcus usque ad summum iacere licet sit sepius actemptatum
1280,1115,0.7802251429421497,ego credo esse pyramides alexandri magni qui in ueritate ibi fuit mortuus et sepultus et quorumdam regum aliorum,ego credo esse pyramidem allexandri magni qui in ueritate fuit ibi mortus et sepultus et quorumdam regum aliorum
1281,1116,0.708504354595508,horrea tamen ioseph credo iuxta eundem locum fuisse quia adhuc apparent ibi signa quedam edificii amplissimi que sunt fere arena obruta uento eam illuc iaciente de deserto thebaydos quod ibidem incipit ad unum miliare,horrea tamen ioseph credo iuxta eundem locum fuisse quia adhuc apparent ibi in tyri quedam edificia amplissima que sunt fere omnino arena obruta uento eam hinc iacentem de deserto thebaidos quod ibidem incipit ad 1 miliare
